text,label,language,split
Payment er account number ki?,NEEDS_REMINDER,Bengali,train
bhebhe dekhbo???,VAGUE,Bengali,train
Amake aro 3 din dao sir,LIKELY_PAY,Bengali,train
I think notification notification miss ho gayi 😭,NEEDS_REMINDER,Hinglish,train
"Main zimmedar hun, definitely paying",LIKELY_PAY,Hinglish,train
Yaar sorry missed your earlier calls ok?,NEEDS_REMINDER,English,train
Acha auto-debit on tha na?!!,NEEDS_REMINDER,Hindi,train
Haan i'll look into it,VAGUE,English,train
Transaction shuru kore diyechi,LIKELY_PAY,Bengali,train
"Hey detailed detailed statement chai, noyto kichu debo na",DISPUTE,Bengali,train
Amake notification asheni,NEEDS_REMINDER,Bengali,train
Possibly 😡,VAGUE,English,train
"Escalation chai, amount disputed",DISPUTE,Bengali,train
There's a discrepancy discrepancy in the amt 😡???,DISPUTE,English,train
Pore janabo,VAGUE,Bengali,train
Ok so grace period ache ki 😡,NEEDS_REMINDER,Bengali,train
"Yaar eta fraud, police e jabo plz",HIGH_RISK,Bengali,train
processing fee waive waive howar kotha chhilo thanks,DISPUTE,Bengali,train
Remind me once more next week please,NEEDS_REMINDER,English,train
Not right now bhai,VAGUE,Hinglish,train
Apna kaam karo,HIGH_RISK,Hindi,train
Well i think I missed the notification!!,NEEDS_REMINDER,English,train
"Suno government mein mein contacts hain mere, careful",HIGH_RISK,Hinglish,train
Reputation Reputation noshto kore debo tomar,HIGH_RISK,Bengali,train
Salary aate hi immediately karunga,LIKELY_PAY,Hinglish,train
"Check your records, I don't owe this much",DISPUTE,English,train
"Payment hoye jabe, guarantee dichhi",LIKELY_PAY,Bengali,train
EMI ka paisa alag rakha hai,LIKELY_PAY,Hindi,train
I'll check and let you know,NEEDS_REMINDER,English,train
Ok so abhi tak unpaid kyun hai?,DISPUTE,Hindi,train
I'll handle this my way,HIGH_RISK,English,train
Ekhon uttor dite dite parbo na yaar???,VAGUE,Bengali,train
Yaar jo kAR rAHE ho ILlEGal hai,HIGH_RISK,Hindi,train
Well ek ek aur call aaya to report karunga bro,HIGH_RISK,Hindi,train
Whatever!!,VAGUE,English,train
Dekhunga main???,VAGUE,Hindi,train
I promise to pay by Friday for sure 🙂,LIKELY_PAY,English,train
Dekhi!!,VAGUE,Bengali,train
Acha mera lawyer dekhega ye sab yaar,HIGH_RISK,Hindi,train
Auto-pay kibhabe set korte hoy?,NEEDS_REMINDER,Bengali,train
No obligation hai mera bro,HIGH_RISK,Hinglish,train
"haan jani, shukrobar er moddhe e korbo",LIKELY_PAY,Bengali,train
Bhai ami ei terms e agree korini 👍,DISPUTE,Bengali,train
Dure jao ...???,HIGH_RISK,Bengali,train
1st ko payment kiya but not credited,DISPUTE,Hinglish,train
Why interest rate change hua?,DISPUTE,Hinglish,train
Ok so next week yaad dilana please,NEEDS_REMINDER,Hinglish,train
Could be,VAGUE,English,train
Manager se baat karao mujhe,DISPUTE,Hindi,train
"Maine Google Pay se pay kiya, check karo",DISPUTE,Hindi,train
Ok so koshish karunga jaldi se jaldi,LIKELY_PAY,Hindi,train
"EKTU SOMOY DAO, MASH SHESHE DIYE DEBO",LIKELY_PAY,Bengali,train
Bola mushkil,VAGUE,Bengali,train
Dekho salary ashle tukni korbo yaar,LIKELY_PAY,Bengali,train
BATANA MUSHKIL HAI HAI 😢,VAGUE,Hindi,train
aaJ aaJ eveninG Ko pAYmeNT kar DEta huN plz,LIKELY_PAY,Hinglish,train
The foreclosure amount is wrong,DISPUTE,English,train
Hmm ok,VAGUE,Hinglish,train
"Abhi paisa nahi hai, Shukravaar tak tak pakka",LIKELY_PAY,Hindi,train
Ye vasuli hai hai,HIGH_RISK,Hindi,train
Bhabte hobe,VAGUE,Bengali,train
"My accountant handles this, let me ask",NEEDS_REMINDER,English,train
"Basically records dekho, itna nahi banta mera",DISPUTE,Hinglish,train
Basically maine in terms pe agree nahi kiya tha,DISPUTE,Hindi,train
Case karo if you dare,HIGH_RISK,Hinglish,train
Boss kuch aisa hi,VAGUE,Hindi,train
Ok so hARASSMENT hARASSMENT ER JONNO REPORT KORBO TOMAKE!!,HIGH_RISK,Bengali,train
You people people have no shame 🙏🙏,HIGH_RISK,English,train
I need a detailed statement before I pay anything,DISPUTE,English,train
"Already talked to bank, will come by end of month",LIKELY_PAY,Hinglish,train
I don't know,VAGUE,English,train
Dekh leta hun plz,VAGUE,Hindi,train
Harassment er jonno report korbo tomake,HIGH_RISK,Bengali,train
No comment,VAGUE,English,train
Actually rBI te complaint kore diyechi 👍,HIGH_RISK,Bengali,train
"Look i have the receipt, want to see boss",DISPUTE,Hinglish,train
Haan trnsfr initiate initiate kar diya hai already,LIKELY_PAY,Hinglish,train
"Well main main bhool gaya tha, abhi karta hun!!",LIKELY_PAY,Hindi,train
decide karne mein mein time do 😡,VAGUE,Hindi,train
"ektu somoy somoy dao, kaal diye debo",LIKELY_PAY,Bengali,train
Salary er er wait ache bas!!,LIKELY_PAY,Bengali,train
Dekho dEBO NA AR ETA FINAL,HIGH_RISK,Bengali,train
Honestly Honestly what's the account number for payment?,NEEDS_REMINDER,English,train
Suno Suno dure jao,HIGH_RISK,Bengali,train
Madam not sure honestly,VAGUE,Hinglish,train
Mera lawyer dekhega dekhega ye sab,HIGH_RISK,Hindi,train
Ok so i think there's been a mistake boss,DISPUTE,English,train
Basically ok,VAGUE,English,train
Onno priorities ache 😡!!,VAGUE,Bengali,train
Kar paunga shayad,VAGUE,Hindi,train
"Ok noted, check korchi",NEEDS_REMINDER,Bengali,train
"Your side pe issue hai, contact my bank",DISPUTE,Hinglish,train
Bill ta abar pathao,NEEDS_REMINDER,Bengali,train
I'm blocking this number thanks,HIGH_RISK,English,train
Jani na asap???,VAGUE,Bengali,train
Notification miss ho gayi lagta hai,NEEDS_REMINDER,Hindi,train
Basically transfer initiate kar diya hai already,LIKELY_PAY,Hinglish,train
maine ye ye loan nahi liya hai,DISPUTE,Hinglish,train
Consumer court jaaunga tumhare khilaf,HIGH_RISK,Hindi,train
Suno pata nahi,VAGUE,Hindi,train
Suno ye additional charges kisne authorize kiye 😢,DISPUTE,Hindi,train
Media te jabo yaar,HIGH_RISK,Bengali,train
"Let me check balance, is weekend mein done 👍???",LIKELY_PAY,Hinglish,train
Basically i think koi mistake hai ...,DISPUTE,Hinglish,train
"Janano r jonno dhonnobad, check korbo",NEEDS_REMINDER,Bengali,train
"Bhai Bhai paisa arrange ho gaya, aaj transfer",LIKELY_PAY,Hinglish,train
"kabhi nahi dunga, dunga, deal with it!!",HIGH_RISK,Hindi,train
"Promise korchi, agle shoptahe e",LIKELY_PAY,Bengali,train
Honestly aaj raat tak ho jayega,LIKELY_PAY,Hindi,train
I don't owe anything and won't pay,HIGH_RISK,English,train
Soch raha hun???,VAGUE,Hindi,train
AMAR AMAR LAWYER DEKHBE 😭,HIGH_RISK,Bengali,train
"Arey i'VE ALREADY SPOKEN TO MY BANK, TRANSFER WILL COME IN 3 DAYS",LIKELY_PAY,English,train
I already paid this EMI,DISPUTE,English,train
Need to figure things out asap,VAGUE,English,train
Acha rBI mein complaint kar chuka hun 💰???,HIGH_RISK,Hindi,train
Hey bill dubara bhejo please sir,NEEDS_REMINDER,Hinglish,train
"THODA AUR TIME DO, 2 DIN MEIN TAK DE DUNGA",LIKELY_PAY,Hindi,train
Talk to my lawyer from now on,HIGH_RISK,English,train
I think I missed the notification,NEEDS_REMINDER,English,train
"Madam let Me cheCk bAlancE, 2 dIn MeiN mein DonE",LIKELY_PAY,Hinglish,train
I NEED TIME!!,VAGUE,English,train
"Haan I know, will pay in 3 days",LIKELY_PAY,Hinglish,train
"Listen travel pe tha, abhi aaya hun 👍",NEEDS_REMINDER,Hindi,train
You'll regret calling calling me.!!,HIGH_RISK,English,train
"Ye kisi aur ka loan hai, mera nahi",DISPUTE,Hindi,train
"Haan thik ache, diye dii thanks",LIKELY_PAY,Bengali,train
Suno pore hoyto,VAGUE,Bengali,train
See sochne do mujhe,VAGUE,Hinglish,train
Dude mind your own business,HIGH_RISK,English,train
Hey pAymeNt katA thA lEKIN PENding dikhA rAha Hai 👍!!,DISPUTE,Hindi,train
Boss kya bolun samajh nahi aa raha !!,VAGUE,Hindi,train
Loan agreement e onno terms ache boss!!,DISPUTE,Bengali,train
Arey nahi dunga aur ye final hai 🙂,HIGH_RISK,Hindi,train
Well might be able to,VAGUE,English,train
Samajh nahi aa raha what to do,VAGUE,Hinglish,train
Bhai payment link bhejo please 😡,NEEDS_REMINDER,Hinglish,train
Ok so can i pAy iN twO pArts? first part tOmORRow 😡,LIKELY_PAY,English,train
Amar co-applicant pay kore diyeche,DISPUTE,Bengali,train
Ami ei loan niini,DISPUTE,Bengali,train
"ADHA EKHON, BAKI TA AGLE SHOPTAHE",LIKELY_PAY,Bengali,train
Bhai email e details pathao,NEEDS_REMINDER,Bengali,train
"Honestly haan bhai, Shukravaar tak tak kar dunga",LIKELY_PAY,Hindi,train
"Diye debo, dhairyo dhoro",LIKELY_PAY,Bengali,train
I'll make sure your company is shut down,HIGH_RISK,English,train
Social media pe pe expose karunga sir,HIGH_RISK,Hindi,train
obostha kharap yaar,VAGUE,Bengali,train
Ami ei EMI already diyechi boss,DISPUTE,Bengali,train
Haan sochne do,VAGUE,Hindi,train
Dude never contact me again 🙏,HIGH_RISK,Hinglish,train
Bhai time pe de dunga,LIKELY_PAY,Hindi,train
"cheque se paid already, recheck please na?",DISPUTE,Hinglish,train
Listen case karo agar himmat hai,HIGH_RISK,Hindi,train
"Don't worry, payment is on the way",LIKELY_PAY,English,train
25th er transaction check koro yaar,DISPUTE,Bengali,train
"Sach mein bhool gaya tha, sorry",NEEDS_REMINDER,Hindi,train
Bhai nijer moto handle korbo.,HIGH_RISK,Bengali,train
Actually i'll go to consumer court against you,HIGH_RISK,English,train
"Thanks for telling me, I'll check",NEEDS_REMINDER,English,train
Hard to say!!,VAGUE,English,train
"Listen Listen ja khoushi koro, ami debo na",HIGH_RISK,Bengali,train
Honestly abHI ansWer nahi hAI meRe paas,VAGUE,Hinglish,train
I am raising a formal complaint thx!!,DISPUTE,English,train
Listen bHAI TIME TIME PE DE DUNGA,LIKELY_PAY,Hindi,train
Well you people are scammers,HIGH_RISK,English,train
Samajh leta hun hun main,NEEDS_REMINDER,Hindi,train
Yaar why is this still showing as unpaid?!!,DISPUTE,English,train
SMS eshechhilo ki? Dekhini to,NEEDS_REMINDER,Bengali,train
Arey notification nahi aaya mujhe,NEEDS_REMINDER,Hindi,train
DON'T TEST TEST ME!!,HIGH_RISK,Hinglish,train
Calculation mein something wrong hai,DISPUTE,Hinglish,train
See aUR optioNS SOchne Do,VAGUE,Hindi,train
"Actually this is fraud, I'm going to the police",HIGH_RISK,English,train
Eta kon EMI EMI 🤷,NEEDS_REMINDER,Bengali,train
"Try whatever you want, I'm not scared",HIGH_RISK,English,train
Actually i never took this loan,DISPUTE,English,train
Hmm!!,VAGUE,English,train
Actually which EMI is this for?,NEEDS_REMINDER,Hinglish,train
Can I get a statement?,NEEDS_REMINDER,English,train
Maine ye loan loan nahi liya hai asap,DISPUTE,Hinglish,train
Aaj bikale transfr kore debo plz,LIKELY_PAY,Bengali,train
"Late fee valid nahi hai, time pe pay kiya tha",DISPUTE,Hindi,train
Look i thought auto-debit was on 👍,NEEDS_REMINDER,English,train
Acha i'll file an fir against you yaar,HIGH_RISK,English,train
"THIS IS FRAUD, FRAUD, I'M GOING TO THE POLICE???",HIGH_RISK,English,train
Your threats don't work on me thanks,HIGH_RISK,English,train
Bhai ye vasuli hai,HIGH_RISK,Hindi,train
Well mere co-applicant ne pay kar diya hai boss,DISPUTE,Hindi,train
"Late fee wrong hai, I paid on time",DISPUTE,Hinglish,train
Haan agle shoptahe mone koriyo,NEEDS_REMINDER,Bengali,train
Check kore janabo???,NEEDS_REMINDER,Bengali,train
"Acha ami bank transfer diye pay korechi, abar check koro",DISPUTE,Bengali,train
Dekho yOUR HARASSMENT IS ENOUGH na?,HIGH_RISK,Hinglish,train
Dekho Dekho shayad ho jaye,VAGUE,Hindi,train
Abhi due ho gaya? Mujhe laga next month hai,NEEDS_REMINDER,Hindi,train
"Records dekho, itna nahi banta mera",DISPUTE,Hinglish,train
kaun jaane 👍,VAGUE,Hindi,train
Try karunga na?!!,VAGUE,Hinglish,train
Tum logon se baat khatam,HIGH_RISK,Hindi,train
"Actually kARUNGA HANDLE, STOP CALLING REPEATEDLY",NEEDS_REMINDER,Hinglish,train
Bhai might be able to,VAGUE,English,train
"abhi paisa nahi hai, is weekend tak pakka 🙏🙏",LIKELY_PAY,Hindi,train
Company bondho koriye debo tomar,HIGH_RISK,Bengali,train
I'll consider it sochunga,VAGUE,Hinglish,train
Pore janabo sir,VAGUE,Bengali,train
KAUN JAANE!!,VAGUE,Hindi,train
Company band karwa dunga tumhari,HIGH_RISK,Hindi,train
Dekho Dekho poora paisa ek saath de dunga asap,LIKELY_PAY,Hindi,train
"Dekho i know my rights, stop this ...",HIGH_RISK,Hinglish,train
Suno media te jabo thanks,HIGH_RISK,Bengali,train
"Dekho 15Th E paymEnT KorechiLem, cRedit hOyNi",DISPUTE,Bengali,train
"Jo karna hai karo, main nahi dunga",HIGH_RISK,Hindi,train
Honestly notification miss hoye geche mone hoy,NEEDS_REMINDER,Bengali,train
"Let me pay in installments, first one tomorrow",LIKELY_PAY,Hinglish,train
Pehle bank balance check karna padega,NEEDS_REMINDER,Hindi,train
Not right now,VAGUE,English,train
"Ami cheshta korchi, ek shoptahe e!!",LIKELY_PAY,Bengali,train
"Money is ready, will transfer next week",LIKELY_PAY,English,train
Acha last year this loan was closed???,DISPUTE,Hinglish,train
Kitna hai exactly?,NEEDS_REMINDER,Hindi,train
Bhai salary er wait ache bas,LIKELY_PAY,Bengali,train
This amount is wrong,DISPUTE,English,train
"Yaar payment hoye jabe, guarantee dichhi 😭",LIKELY_PAY,Bengali,train
Abhi process mein hai payment,LIKELY_PAY,Hindi,train
Situation dekhte hobe,VAGUE,Bengali,train
Listen Listen i'm trying apni taraf se,VAGUE,Hinglish,train
Well onno option bhabte dao.???,VAGUE,Bengali,train
Written proof do amount ka,DISPUTE,Hinglish,train
"Account Account number do, abhi transfer karta hun",LIKELY_PAY,Hindi,train
Payment ka account number kya hai?,NEEDS_REMINDER,Hindi,train
Where can I check my outstanding?,NEEDS_REMINDER,English,train
"Prepayment kiya tha, reflect nahi ho raha",DISPUTE,Hindi,train
Media te jabo,HIGH_RISK,Bengali,train
Bhai i'll clear the dues tomorrow,LIKELY_PAY,English,train
Why was the interest rate changed plz!!,DISPUTE,English,train
Pata nahi 👍,VAGUE,Hindi,train
Arey eta kon EMI?,NEEDS_REMINDER,Bengali,train
ANY GRACE PERIOD AVAILABLE bro,NEEDS_REMINDER,Hinglish,train
Situation is complicated bro!!,VAGUE,English,train
Actually grace period ache ki,NEEDS_REMINDER,Bengali,train
Dekho email karo details please,NEEDS_REMINDER,Hinglish,train
"Yes I know, will transfer by end of month",LIKELY_PAY,English,train
Dude might be able to,VAGUE,English,train
"Look honestly forgot, my bad",NEEDS_REMINDER,Hinglish,train
don't don't ever contact me again,HIGH_RISK,English,train
"Government Government mein jaanta hun logon ko, sambhal ke",HIGH_RISK,Hindi,train
"Abhi paisa nahi hai, agle hafte tak pakka",LIKELY_PAY,Hindi,train
"Arey paisa arrange ho gaya, aaj transfer !!",LIKELY_PAY,Hinglish,train
Ekhono unpaid keno?,DISPUTE,Bengali,train
THEEK THEEK HAI plz,VAGUE,Hindi,train
I'll consider it ok?,VAGUE,English,train
LATE LATE FEE KOTO LAGBE,NEEDS_REMINDER,Bengali,train
Actually dekh LetA huN,VAGUE,Hindi,train
Listen i need time,VAGUE,English,train
"Well i am not avoiding payment, I will pay this weekend???",LIKELY_PAY,English,train
It's not that simple thanks,VAGUE,English,train
Theek hai ok plz!!,VAGUE,Hinglish,train
"De raha hun, patience rakho",LIKELY_PAY,Hindi,train
Nahi bata sakta sach mein,VAGUE,Hindi,train
Boss korte parbo hoyto,VAGUE,Bengali,train
Amount mein mismatch hai,DISPUTE,Hinglish,train
"Work mein busy, busy, will sort soon",NEEDS_REMINDER,Hinglish,train
The interest calculation is incorrect,DISPUTE,English,train
See my co-applicant co-applicant already paid this 👍,DISPUTE,English,train
Let me me check and I'll tell you 🙏!!,NEEDS_REMINDER,Hinglish,train
Your system shows wrong data thanks,DISPUTE,English,train
"Acha let me pay in installments, first one in 3 days!!",LIKELY_PAY,Hinglish,train
Let me check my balance and pay next week,LIKELY_PAY,English,train
"Ok bhai, I'll pay tomorrow",LIKELY_PAY,Hinglish,train
RBI mein complaint kar chuka hun,HIGH_RISK,Hindi,train
Yaar mushkil obostha,VAGUE,Bengali,train
Weekend mein dekhta hun,NEEDS_REMINDER,Hindi,train
Bhai i'll look into it dekhta hun,VAGUE,Hinglish,train
Mere Mere co-applicant ne pay kar diya hai yaar,DISPUTE,Hindi,train
Haan who authorized ye extra charges?!!,DISPUTE,Hinglish,train
Arey hmM,VAGUE,Hindi,train
Penalty charges onek beshi,DISPUTE,Bengali,train
Honestly will get back to you,VAGUE,English,train
"Money is is ready, will transfer by end of month yaar",LIKELY_PAY,English,train
Dekho amount mein mismatch hai,DISPUTE,Hinglish,train
Ok so cheshta korchi nijer dik theke,VAGUE,Bengali,train
Case karo if you dare ok?!!,HIGH_RISK,Hinglish,train
Filing formal complaint about this,DISPUTE,Hinglish,train
"Ekhon taka nei, kaal porjonto wait koro boss",LIKELY_PAY,Bengali,train
"Basically yaaR 3 din auR de Do, PakkA paymeNT",LIKELY_PAY,Hinglish,train
"I am ready to pay, please share account details",LIKELY_PAY,English,train
Media te jabo???,HIGH_RISK,Bengali,train
Hey get lost,HIGH_RISK,English,train
Basically hoyto,VAGUE,Bengali,train
"Work mein busy, will sort soon",NEEDS_REMINDER,Hinglish,train
I'll pay the the full amnt within a week 👍,LIKELY_PAY,English,train
"Kaje busy, busy, jholdi korbo",NEEDS_REMINDER,Bengali,train
"I've kept the money aside, will pay by end of month",LIKELY_PAY,English,train
i'm thinking thinking about it abhi???,VAGUE,Hinglish,train
"Give me one more day, will pay for sure",LIKELY_PAY,English,train
Dekha jak jak kichu hoy ki na na?,VAGUE,Bengali,train
Haan agreement mein different terms the asap,DISPUTE,Hinglish,train
"You will receive payment tomorrow, guaranteed",LIKELY_PAY,English,train
Is it already due? I thought it was next month,NEEDS_REMINDER,English,train
Madam jo bhi,VAGUE,Hindi,train
"De dunga, chinta mat karo",LIKELY_PAY,Hindi,train
"Sorry for delay, paying within a week definitely",LIKELY_PAY,English,train
Weekend mein dekhta hun thx!!,NEEDS_REMINDER,Hindi,train
Well exactly kitna hai 😢,NEEDS_REMINDER,Hinglish,train
I refuse to pay and that's final,HIGH_RISK,English,train
Suno situation complicated hai,VAGUE,Hinglish,train
"Ok Bhai, i'lL pay BY Friday",LIKELY_PAY,Hinglish,train
One more call and complaint file karunga,HIGH_RISK,Hinglish,train
Dekho my bank shows payment successful???,DISPUTE,Hinglish,train
i neeD To VErIfY wITh my BanK 😭,DISPUTE,Hinglish,train
Actually amnt bhej raha hun thodi der mein,LIKELY_PAY,Hindi,train
Loan agreement mein alag terms hain,DISPUTE,Hindi,train
Bhai manager se baat karao mujhe,DISPUTE,Hindi,train
Well bas thodA sa waIT kArO 😡,LIKELY_PAY,Hindi,train
"I remember now, let me pay quickly",LIKELY_PAY,English,train
Dekhunga main yaar,VAGUE,Hindi,train
Kuch kar raha hun???,VAGUE,Hindi,train
"See ami phonEpe diYe paY kORechi, abAr CHecK koro",DISPUTE,Bengali,train
AAJ HI PAYMENT HO JAYEGA bro!!,LIKELY_PAY,Hindi,train
"Ek aur chance chance do, is weekend guaranteed",LIKELY_PAY,Hinglish,train
Honestly uncertain hun main 👍,VAGUE,Hinglish,train
I'm thinking about it,VAGUE,English,train
wHY hIdden hIdden chaRges bHaI?,DISPUTE,Hinglish,train
Suno Suno maine ye loan nahi liya,DISPUTE,Hindi,train
"Paisa arrange ho gaya, aaj transfer",LIKELY_PAY,Hinglish,train
"Basically salry aa jayegi Ravivaar ko, uske baad turant 😭???",LIKELY_PAY,Hindi,train
"Prepayment korechilem, reflect hochhe na",DISPUTE,Bengali,train
"Honestly do hisson mein de sakta hun, pehla is weekend",LIKELY_PAY,Hindi,train
"Boss number change kiya, didn't get reminders thanks",NEEDS_REMINDER,Hinglish,train
Sochna padega,VAGUE,Hindi,train
Suno dui dIn dao sORt koRar jonno!!,NEEDS_REMINDER,Bengali,train
Case karo agar himmat hai,HIGH_RISK,Hindi,train
"Thoda aur time do, agle hafte tak de dunga ...",LIKELY_PAY,Hindi,train
Amake onno interest rate promise kora hoyechhilo,DISPUTE,Bengali,train
"Basically taka ready, transfer korchi!!",LIKELY_PAY,Bengali,train
Exactly kitna hai?,NEEDS_REMINDER,Hinglish,train
I want to speak to manager,DISPUTE,Hinglish,train
I've already already complained to RBI about you,HIGH_RISK,English,train
case karo if you dare boss,HIGH_RISK,Hinglish,train
Samajh nahi aa raha kya karun,VAGUE,Hindi,train
Dekho samajhna padega,VAGUE,Hindi,train
Arey send send Me thE detAilS again PLeaSE thanks,NEEDS_REMINDER,English,train
MUJHE 4 DIN AUR CHAHIYE BAS yaar,LIKELY_PAY,Hindi,train
Ok so meri side se confirmed hai payment,LIKELY_PAY,Hinglish,train
"Never ever paying, that's it asap",HIGH_RISK,Hinglish,train
"Listen do whatever you want, I'm not paying",HIGH_RISK,English,train
Well cOnSuMeR CouRt E jabo toMar biRUDdhe 💰???,HIGH_RISK,Bengali,train
Eta tomar billing er bhul ...!!,DISPUTE,Bengali,train
Look things are difficult,VAGUE,English,train
NOT SURE HONESTLY boss,VAGUE,Hinglish,train
Bhebhe dekhbo boss,VAGUE,Bengali,train
I'll consider it,VAGUE,English,train
Hey pAYMENT FIX ACHE MONGOLBAR,LIKELY_PAY,Bengali,train
Haan depends 😢 😢,VAGUE,English,train
need need to figure things out,VAGUE,English,train
"Basically bank change kiya recently, update karna hai",NEEDS_REMINDER,Hindi,train
Arey tHik acHE,VAGUE,Bengali,train
Last year this loan was closed,DISPUTE,Hinglish,train
Time Time chahiye merko!!,VAGUE,Hinglish,train
Look dekhte hain kya hota hai 🙂,VAGUE,Hindi,train
Kitne din overdue hai?,NEEDS_REMINDER,Hindi,train
Whatever jo bhi,VAGUE,Hinglish,train
Payment cut hua but showing pending,DISPUTE,Hinglish,train
Madam maybe later sometime,VAGUE,Hinglish,train
Actually wORKING ON IT HUN,VAGUE,Hinglish,train
Ok I'll look into it this weekend,NEEDS_REMINDER,English,train
"Look this is someone else's loan, not mine 🙏",DISPUTE,English,train
"Did prepaymt, not showing in system asap",DISPUTE,Hinglish,train
Which loan are we talking about?,NEEDS_REMINDER,English,train
"UPI se paid already, recheck please",DISPUTE,Hinglish,train
See dON'T TEst my pAtiencE,HIGH_RISK,English,train
Honestly kOI COMMENT NAHI,VAGUE,Hindi,train
"Yaar 4 din aur de do, pakka payment",LIKELY_PAY,Hinglish,train
Arey jaldi handle karunga,NEEDS_REMINDER,Hindi,train
Boss this amnt is wrong bro,DISPUTE,English,train
Listen kaal call koro ei byapare,NEEDS_REMINDER,Bengali,train
Koi comment nahi,VAGUE,Hindi,train
Actually this is a billing error on your end 🤷,DISPUTE,English,train
"Boss eta onyo karo loan, amar na ...!!",DISPUTE,Bengali,train
Sir abhi nahi bata sakta,VAGUE,Hindi,train
Dekho koto taka exactly?,NEEDS_REMINDER,Bengali,train
will clear clear the pending amnt before thursday 👍,LIKELY_PAY,English,train
See grace period ache ki?,NEEDS_REMINDER,Bengali,train
Suno ye kauN si Emi hai?!!,NEEDS_REMINDER,Hindi,train
"Eta onyo karo loan, amar na boss",DISPUTE,Bengali,train
"Well Well thoda time chahiye, but I will pay for sure",LIKELY_PAY,Hinglish,train
Sir my bank shows successful payment bro,DISPUTE,English,train
Tomar system bhul data dekhacche,DISPUTE,Bengali,train
"Thoda time chahiye, chahiye, but I will pay for sure",LIKELY_PAY,Hinglish,train
Bhai main baad mein batata hun 🙏🙏,NEEDS_REMINDER,Hindi,train
Boss bILL TA ABAR PATHAO,NEEDS_REMINDER,Bengali,train
Sir tUm lOgOn lOgOn kO ShArAm Nahi!!,HIGH_RISK,Hinglish,train
Listen when was the due date again?,NEEDS_REMINDER,English,train
Yaar email e details pathao thanks,NEEDS_REMINDER,Bengali,train
Eta add up hochhe na bro???,DISPUTE,Bengali,train
Yaar it's complicated hai,VAGUE,Hinglish,train
Dekh leta hun asap,VAGUE,Hindi,train
Madam eMI ka paisa alag set hai,LIKELY_PAY,Hinglish,train
"I don't owe anything, stop this",HIGH_RISK,Hinglish,train
"Bujhechi, kichu ekta ekta korbo",NEEDS_REMINDER,Bengali,train
Don't test my patience yaar,HIGH_RISK,English,train
"Amar bank e contact koro, issue tomar dik e",DISPUTE,Bengali,train
Dubara contact mat karna,HIGH_RISK,Hindi,train
Reputation noshto noshto kore debo tomar,HIGH_RISK,Bengali,train
"Dekho promise korchi, dui din e e",LIKELY_PAY,Bengali,train
Aaj shaam tak transfer kar dunga,LIKELY_PAY,Hindi,train
Dekho sochunga sochunga iske baare mein???,VAGUE,Hindi,train
"Honestly i accept the due amount, will pay by Friday 🙏🙏???",LIKELY_PAY,English,train
Salary Salary aate hi turant karunga 🤷,LIKELY_PAY,Hindi,train
Dekho kyA Bolun samajH nAhI aA rAHa yaar,VAGUE,Hindi,train
"Listen maine maine cheque se pay kiya, check karo!!",DISPUTE,Hindi,train
Sir i lost track of the dates 😡,NEEDS_REMINDER,English,train
Pura amount de dunga Shukravaar tak,LIKELY_PAY,Hindi,train
Honestly tuM mera kuch NahI KAr saktE 🤷,HIGH_RISK,Hindi,train
See oh I forgot about this 🙂???,NEEDS_REMINDER,English,train
MIGHT KAR PAUNGA bro,VAGUE,Hinglish,train
Look i've i've already complained to RBI about you,HIGH_RISK,English,train
"Account number dao, ekhon transfer kori",LIKELY_PAY,Bengali,train
"Listen eta fraud, fraud, police e jabo",HIGH_RISK,Bengali,train
Jab tak calculation fix nahi karoge tab tak nahi dunga,DISPUTE,Hindi,train
Actually email pe details bhej do,NEEDS_REMINDER,Hindi,train
Ekhon process e ache payment,LIKELY_PAY,Bengali,train
Madam depend karta hai 🙏,VAGUE,Hindi,train
"Dude consider it done, paying next week",LIKELY_PAY,Hinglish,train
Haan ekhon ekhon na 🙏!!,VAGUE,Bengali,train
Boss jibon mushkil cholche!!,VAGUE,Bengali,train
Kal call kar kar lena is baare mein thanks,NEEDS_REMINDER,Hindi,train
"Honestly ami Arrange KoRcHi, Tin dIN E HoyE JabE",LIKELY_PAY,Bengali,train
Call me tomorrow about this,NEEDS_REMINDER,Hinglish,train
"Korbo, bar bar call koro na thanks!!",NEEDS_REMINDER,Bengali,train
Boss i think notification miss ho gayi 🙏,NEEDS_REMINDER,Hinglish,train
LIFE TOUGH TOUGH HAI ABHI 😡,VAGUE,Hinglish,train
Sir nOT RIGHT NOW BHAI ok,VAGUE,Hinglish,train
"Look yOU WILL RECEIVE PAYMENT NEXT WEEK, GUARANTEED yaar",LIKELY_PAY,English,train
"Thanks for letting me know, checking now",NEEDS_REMINDER,Hinglish,train
Madam aaj hi payment ho jayega,LIKELY_PAY,Hindi,train
Suno ke jane 🙏🙏,VAGUE,Bengali,train
Koshish karunga,VAGUE,Hindi,train
See let me check my situation!!,VAGUE,English,train
shAYaD 😭,VAGUE,Hindi,train
Listen mAINE YE EMI ALREADY PAY KI HAI,DISPUTE,Hindi,train
Hey i hAVe iSsueS!!,VAGUE,English,train
koshish karunga karunga within 2 days plz,LIKELY_PAY,Hinglish,train
doN'T tesT me bro,HIGH_RISK,Hinglish,train
"Late fee wrong wrong hai, I paid on time",DISPUTE,Hinglish,train
