text,label,language,detected_language
Mera lawyer dekhega dekhega ye sab,HIGH_RISK,Hindi,id
Yaar koi obligation nahi hai mera ye dene ka 👍,HIGH_RISK,Hindi,id
"Honestly government mein jaanta hun logon ko, sambhal ke",HIGH_RISK,Hindi,fi
YE VASULI HAI boss,HIGH_RISK,Hindi,en
Mera Mera lawyer dekhega ye sab thx,HIGH_RISK,Hindi,id
"Yaar case case karo, mujhe fark nahi padta",HIGH_RISK,Hindi,so
Actually dubara contact mat karna,HIGH_RISK,Hindi,ca
Amake call kora bondho koro,HIGH_RISK,Bengali,hr
Tomar loan niye ami care kori na,HIGH_RISK,Bengali,so
"Ja khoushi koro, ami debo na",HIGH_RISK,Bengali,cs
Harassment er jonno report korbo tomake,HIGH_RISK,Bengali,no
"Eta fraud, police e jabo",HIGH_RISK,Bengali,es
Number block korchi,HIGH_RISK,Bengali,sv
"Case koro, amar kichu jai ashe na",HIGH_RISK,Bengali,sq
Amar kache kichu nei debar,HIGH_RISK,Bengali,de
Tumi amar kichu korte parbe na,HIGH_RISK,Bengali,sq
"Amar rights jana ache, dhamki dewa bondho koro",HIGH_RISK,Bengali,nl
Tomar company fraud,HIGH_RISK,Bengali,ca
Ami ei call record korchi,HIGH_RISK,Bengali,it
Amar lawyer dekhbe,HIGH_RISK,Bengali,id
Debo na ar eta final,HIGH_RISK,Bengali,sv
"Ja korte chao koro, dar nei amar",HIGH_RISK,Bengali,pt
Shesh bar bolchi tomake,HIGH_RISK,Bengali,sq
RBI te complaint kore diyechi,HIGH_RISK,Bengali,fr
Abar contact koro na,HIGH_RISK,Bengali,pt
Social media te expose korbo,HIGH_RISK,Bengali,pt
Tomar dhamki kaje ashe na amar upor,HIGH_RISK,Bengali,so
Ami shei lok na jake khujcho,HIGH_RISK,Bengali,sw
Kichu debar nei amar,HIGH_RISK,Bengali,de
"Call korte thako, dekhe neo ki hoy",HIGH_RISK,Bengali,sl
Case koro jodi shahos thake,HIGH_RISK,Bengali,sq
Company bondho koriye debo tomar,HIGH_RISK,Bengali,sk
Toder shathe kotha shesh,HIGH_RISK,Bengali,sq
Eta josuli,HIGH_RISK,Bengali,fi
Media te jabo,HIGH_RISK,Bengali,et
Aro ekta call ashle report korbo,HIGH_RISK,Bengali,no
FIR korbo tomar name,HIGH_RISK,Bengali,sk
Nijer kaj koro,HIGH_RISK,Bengali,hr
Pashtabe amake call kore,HIGH_RISK,Bengali,sq
Kono obligation nei amar eta debar,HIGH_RISK,Bengali,it
Dure jao,HIGH_RISK,Bengali,hr
Ja korcho illegal,HIGH_RISK,Bengali,et
Reputation noshto kore debo tomar,HIGH_RISK,Bengali,sq
Nijer time noshto korcho,HIGH_RISK,Bengali,sq
Amar patience test koro na,HIGH_RISK,Bengali,fr
Nijer moto handle korbo,HIGH_RISK,Bengali,no
Toder lojja nei,HIGH_RISK,Bengali,sl
Banking ombudsman er kache jabo,HIGH_RISK,Bengali,da
Case koro jodi jodi shahos thake,HIGH_RISK,Bengali,hr
Basically nijer kaj koro,HIGH_RISK,Bengali,hr
debo debo na ar eta final thanks,HIGH_RISK,Bengali,pt
"Call korte korte thako, dekhe neo ki hoy",HIGH_RISK,Bengali,no
"Suno eTa frauD, poliCE e jabo",HIGH_RISK,Bengali,es
Sir jA KORCHO ILLEGAL 🙏🙏,HIGH_RISK,Bengali,id
"Look eta fraud, police e jabo 👍",HIGH_RISK,Bengali,sl
Suno kichu debar nei amar,HIGH_RISK,Bengali,id
Kichu Kichu debar nei amar,HIGH_RISK,Bengali,de
AMAR AMAR LAWYER DEKHBE 😭,HIGH_RISK,Bengali,de
Sir toder lojja nei,HIGH_RISK,Bengali,lv
DURE JAO!!,HIGH_RISK,Bengali,so
Honestly kono obligation nei amar eta debar,HIGH_RISK,Bengali,no
Social media te expose korbo asap,HIGH_RISK,Bengali,pt
AmaR lawyer dekhbE sir???,HIGH_RISK,Bengali,so
amake call call kora bondho koro plz,HIGH_RISK,Bengali,hr
Dure jao ...???,HIGH_RISK,Bengali,hr
Ami ei call record korchi asap,HIGH_RISK,Bengali,it
Amake Amake call kora bondho koro 👍,HIGH_RISK,Bengali,hr
Dude fir korbo tomar name,HIGH_RISK,Bengali,af
Boss aMAR KACHE KICHU NEI DEBAR 😭,HIGH_RISK,Bengali,de
"Listen eta fraud, fraud, police e jabo",HIGH_RISK,Bengali,fr
Dekho shesh bar bar bolchi tomaKe,HIGH_RISK,Bengali,so
Actually debo na ar eta final,HIGH_RISK,Bengali,ca
Listen case koro jodi shahos thake,HIGH_RISK,Bengali,sq
Hey nijer time noshto korcho!!,HIGH_RISK,Bengali,sq
Suno media te jabo thanks,HIGH_RISK,Bengali,id
Well company bondho koriye debo tomar 🙏🙏!!,HIGH_RISK,Bengali,so
Acha toder lojja neI,HIGH_RISK,Bengali,es
Dude toder lojja nei,HIGH_RISK,Bengali,sl
Look jA KORCHO ILLEGAL,HIGH_RISK,Bengali,et
Dure jao 😡,HIGH_RISK,Bengali,hr
"Yaar eta fraud, police e jabo plz",HIGH_RISK,Bengali,sl
Look nijer time noshto korcho 🙏,HIGH_RISK,Bengali,sq
Boss tomar company fraud,HIGH_RISK,Bengali,ca
Boss eta josuli!!,HIGH_RISK,Bengali,fi
Ok so social media te expose korbo 💰!!,HIGH_RISK,Bengali,pt
Haan Haan tomar loan niye ami care kori na,HIGH_RISK,Bengali,so
Kichu debar nei amar yaar???,HIGH_RISK,Bengali,so
Toder lojja lojja nei 🙏,HIGH_RISK,Bengali,hr
Media te jabo yaar,HIGH_RISK,Bengali,sw
Bhai social media te expose korbo,HIGH_RISK,Bengali,pt
Madam social media te expose korbo,HIGH_RISK,Bengali,pt
amar Lawyer dEkhbe plz,HIGH_RISK,Bengali,id
"Look ja khoushi koro, ami debo na",HIGH_RISK,Bengali,sk
Arey ami ei call record korchi 💰,HIGH_RISK,Bengali,it
Case Case koro jodi shahos thake,HIGH_RISK,Bengali,hr
"Boss ja khoushi koro, ami debo na",HIGH_RISK,Bengali,sk
Abar contact koro na na?,HIGH_RISK,Bengali,pt
Bhai tOMAR COMPANY FRAUD,HIGH_RISK,Bengali,cy
number number block korchi,HIGH_RISK,Bengali,sv
Boss abar contact koro na sir,HIGH_RISK,Bengali,pt
Sir nUmber BlOCk kOrchi 😡,HIGH_RISK,Bengali,de
Nijer kaj kaj koro,HIGH_RISK,Bengali,hr
media te jabO jabO 💰,HIGH_RISK,Bengali,et
Bhai debo na ar eta final asap!!,HIGH_RISK,Bengali,id
Ok Ok so dure jao !!???,HIGH_RISK,Bengali,sl
TODER LOJJA NEI NEI,HIGH_RISK,Bengali,vi
Listen media te jabo,HIGH_RISK,Bengali,et
ETa josULI 😭,HIGH_RISK,Bengali,fi
Bhai abar contact koro na,HIGH_RISK,Bengali,pt
Suno Suno dure jao,HIGH_RISK,Bengali,es
Look banking ombudsman er kache jabo!!,HIGH_RISK,Bengali,nl
Dekho dEBO NA AR ETA FINAL,HIGH_RISK,Bengali,so
Suno case koro jodi shahos thake 💰,HIGH_RISK,Bengali,hr
tomar company fraud na????,HIGH_RISK,Bengali,ca
Debo na ar eta final ok?,HIGH_RISK,Bengali,sv
"Suno case koro, amar kichu jai ashe na na?",HIGH_RISK,Bengali,hr
Listen toder shathe kotha shesh,HIGH_RISK,Bengali,sq
Case koro jodi shahos thake yaar,HIGH_RISK,Bengali,so
Basically debo na ar eta final,HIGH_RISK,Bengali,it
Tomar company fraud plz,HIGH_RISK,Bengali,ca
Look amI ei calL rEcoRd kOrchi yaar!!,HIGH_RISK,Bengali,so
Sir aMAR LAWYER DEKHBE!!,HIGH_RISK,Bengali,de
Media te jabo???,HIGH_RISK,Bengali,sk
Dude ami shei lok na jake khujcho,HIGH_RISK,Bengali,et
Madam toder lojja nei,HIGH_RISK,Bengali,sl
Nijer time noshto noshto korcho,HIGH_RISK,Bengali,sq
Boss harassment er jonno report korbo tomake asap,HIGH_RISK,Bengali,no
Number block block korchi 🙏🙏,HIGH_RISK,Bengali,sv
Suno abar contact koro na ...,HIGH_RISK,Bengali,es
Media te jabo sir,HIGH_RISK,Bengali,es
Dekho ami ei call record korchi asap,HIGH_RISK,Bengali,it
"Dekho jA Korte ChaO koro, DAr Nei AmAr",HIGH_RISK,Bengali,nl
"Listen Listen ja khoushi koro, ami debo na",HIGH_RISK,Bengali,fi
Well nijer moto handle korbo,HIGH_RISK,Bengali,no
Reputation noshto noshto kore debo tomar,HIGH_RISK,Bengali,sq
Listen aMAR PATIENCE TEST KORO NA,HIGH_RISK,Bengali,de
Bhai nijer moto handle korbo.,HIGH_RISK,Bengali,hr
I don't care tumhare loan ke baare mein,HIGH_RISK,Hinglish,ro
Leave me alone ya legal action lunga,HIGH_RISK,Hinglish,fr
You guys are scammers,HIGH_RISK,Hinglish,fr
Consumer court jaaunga against you,HIGH_RISK,Hinglish,id
Last time bol raha hun,HIGH_RISK,Hinglish,id
Social media pe viral karunga,HIGH_RISK,Hinglish,id
Wrong person ko call kar rahe ho,HIGH_RISK,Hinglish,id
Case karo if you dare,HIGH_RISK,Hinglish,so
Main tumhari company band karwa dunga,HIGH_RISK,Hinglish,id
Media mein jaunga with proof,HIGH_RISK,Hinglish,id
One more call = FIR,HIGH_RISK,Hinglish,it
FIR file karunga tum pe,HIGH_RISK,Hinglish,id
Get lost yaar,HIGH_RISK,Hinglish,nl
Time waste mat karo apna,HIGH_RISK,Hinglish,tl
Don't test me,HIGH_RISK,Hinglish,nl
Tum logon ko sharam nahi,HIGH_RISK,Hinglish,tl
Banking ombudsman se baat karunga,HIGH_RISK,Hinglish,id
"Haan keep keep calling, achha nahi hoga",HIGH_RISK,Hinglish,id
Talk Talk to my lawyer aage se,HIGH_RISK,Hinglish,so
Listen leave me alone ya legal action lunga,HIGH_RISK,Hinglish,fr
Well last time bol raha hun,HIGH_RISK,Hinglish,et
Yaar mAIN TUMHARI COMPANY BAND KARWA DUNGA !!,HIGH_RISK,Hinglish,so
Madam oNE MORE CALL = FIR 💰,HIGH_RISK,Hinglish,so
Ok so tum logon ko sharam nahi 😢,HIGH_RISK,Hinglish,tl
last time bol raha hun na?,HIGH_RISK,Hinglish,id
Arey main tumhari company band karwa dunga boss,HIGH_RISK,Hinglish,id
DON'T TEST TEST ME!!,HIGH_RISK,Hinglish,vi
Sir oNE MORE CALL = FIR na?,HIGH_RISK,Hinglish,tl
Dude i'll ruin your company reputation!!,HIGH_RISK,Hinglish,ca
I'll report you for harassment bro!!,HIGH_RISK,Hinglish,ca
Bhai fir FilE kARuNgA tuM pe,HIGH_RISK,Hinglish,id
One more more call = FIR???,HIGH_RISK,Hinglish,it
Dude social media media pe viral karunga thanks!!,HIGH_RISK,Hinglish,id
Ok so fIR file karunga tum pe,HIGH_RISK,Hinglish,id
Case karo if you dare ok?!!,HIGH_RISK,Hinglish,tr
Sir bANKING OMBUDSMAN SE BAAT KARUNGA 👍???,HIGH_RISK,Hinglish,de
Tum logon ko sharam nahi thanks,HIGH_RISK,Hinglish,tl
case karo if you dare boss,HIGH_RISK,Hinglish,so
Bhai Bhai sociaL mEdIa Pe virAl kaRunGa,HIGH_RISK,Hinglish,id
Ok so yOU GUYS ARE SCAMMERS!!,HIGH_RISK,Hinglish,so
Honestly consumer court jaaunga against you!!,HIGH_RISK,Hinglish,fr
don't test test me boss,HIGH_RISK,Hinglish,fr
Get lost yaar sir,HIGH_RISK,Hinglish,fr
Get lost yaar bro,HIGH_RISK,Hinglish,nl
Dude Dude fINAL ANSWER: NO PAYMENT,HIGH_RISK,Hinglish,nl
Sir tUm lOgOn lOgOn kO ShArAm Nahi!!,HIGH_RISK,Hinglish,id
Acha banking ombudsman se baat karunga ok?,HIGH_RISK,Hinglish,id
Yaar tum logon ko sharam nahi,HIGH_RISK,Hinglish,tl
Last Last time bol raha hun,HIGH_RISK,Hinglish,et
Listen aLREADY COMPLAINED TO RBI ABOUT YOU GUYS,HIGH_RISK,Hinglish,de
Bhai tIME WASTE MAT KARO APNA,HIGH_RISK,Hinglish,sw
Media mein jaunga jaunga with proof!!,HIGH_RISK,Hinglish,id
Yaar get lost yaar sir,HIGH_RISK,Hinglish,af
Get Get lost yaar.,HIGH_RISK,Hinglish,nl
you guys guys are scammers,HIGH_RISK,Hinglish,fr
Don't test me 🙏🙏,HIGH_RISK,Hinglish,fr
Case karo if you dare plz,HIGH_RISK,Hinglish,hr
FIR file karunga tum pe boss,HIGH_RISK,Hinglish,id
Leave me alone alone ya legal action lunga 🤷,HIGH_RISK,Hinglish,fr
doN'T tesT me bro,HIGH_RISK,Hinglish,pt
Ok so one more call = FIR???,HIGH_RISK,Hinglish,it
One more call = FIR ...,HIGH_RISK,Hinglish,it
Dekho yOUR HARASSMENT IS ENOUGH na?,HIGH_RISK,Hinglish,so
Acha Acha fIR file karunga tum pe,HIGH_RISK,Hinglish,id
Dekho social media pe viral karunga!!,HIGH_RISK,Hinglish,id
i'll ruiN ruiN YOur CoMpanY RePutaTion 💰???,HIGH_RISK,Hinglish,ca
Yaar consumer court jaaunga against you asap,HIGH_RISK,Hinglish,id
Hmm,VAGUE,English,da
Let me see,VAGUE,English,nl
Maybe,VAGUE,English,so
We'll see,VAGUE,English,af
Not sure,VAGUE,English,fr
Let me think,VAGUE,English,sq
I'll try,VAGUE,English,cy
Depends,VAGUE,English,nl
Yeah maybe,VAGUE,English,so
I'll look into it,VAGUE,English,it
No comment,VAGUE,English,fr
Let's see what happens,VAGUE,English,nl
We'll figure it out,VAGUE,English,fr
Uncertain,VAGUE,English,fr
I'm working on it,VAGUE,English,af
Give me some time to decide,VAGUE,English,it
I'll consider it,VAGUE,English,it
I'm trying my best,VAGUE,English,no
maybe later 😢,VAGUE,English,da
I'll consider it plz,VAGUE,English,ca
i need time 😡,VAGUE,English,it
Bhai i have issues,VAGUE,English,no
Yaar maybe,VAGUE,English,so
I'LL CONSIDER CONSIDER IT sir,VAGUE,English,it
Bhai i'll consider it 🤷,VAGUE,English,ca
DEPENDS!!,VAGUE,English,de
Listen possibly,VAGUE,English,fr
Not sure sir,VAGUE,English,fr
Haan uncertain,VAGUE,English,id
not sure???,VAGUE,English,fr
Hey not sure sure yaar,VAGUE,English,fr
Haan yEAH MAYBE,VAGUE,English,so
Ok???,VAGUE,English,af
Hmm 🙏🙏,VAGUE,English,sv
UNCERTAIN sir,VAGUE,English,lt
Listen i'll try,VAGUE,English,no
Ok so hmm !!,VAGUE,English,no
Ok so we'll see,VAGUE,English,af
Ok plz,VAGUE,English,sl
Arey i'll consider it,VAGUE,English,ca
Basically i'll consider consider it,VAGUE,English,ca
Suno i i don't know,VAGUE,English,hr
Hey i'll consider it 😡,VAGUE,English,ca
Boss depends,VAGUE,English,nl
Haan caN't say rIght NoW!!,VAGUE,English,tl
Madam iT'S NOT THAT SIMPLE,VAGUE,English,id
Ok so i'll consider it 👍,VAGUE,English,it
Suno iT'S COMPLICATED bro,VAGUE,English,pt
Suno i need time,VAGUE,English,it
WHO KNOWS!!,VAGUE,English,de
Maybe sir,VAGUE,English,so
Suno i NEED TIME 🙏🙏,VAGUE,English,it
Bhai maybe later na?,VAGUE,English,id
i'll try???,VAGUE,English,cy
Maybe!!,VAGUE,English,so
I'll look look into it yaar!!,VAGUE,English,so
Well i'll consider it,VAGUE,English,it
Listen i need time,VAGUE,English,no
Hmm!!,VAGUE,English,sv
Not sure !!,VAGUE,English,fr
Let's Let's see what happens???,VAGUE,English,nl
who knows yaar,VAGUE,English,so
I DON'T KNOW sir,VAGUE,English,id
Haan i'll look into it,VAGUE,English,it
Dekho i'll try,VAGUE,English,sv
Haan mAYBE!!,VAGUE,English,so
Dekho i nEeD TIMe,VAGUE,English,no
Not sure sure 💰,VAGUE,English,fr
Hey i'Ll look into iT na?,VAGUE,English,tl
Listen lIFE IS TOUGH RIGHT NOW!!,VAGUE,English,de
not sure 🙂,VAGUE,English,fr
I'll I'll look into it bro,VAGUE,English,it
I'm working working on it,VAGUE,English,af
Boss i'll look into it,VAGUE,English,it
Haan depends 😢 😢,VAGUE,English,nl
Dekho maybe,VAGUE,English,so
maybe later na?,VAGUE,English,tl
let me see 😢,VAGUE,English,af
I'll look into into it!!,VAGUE,English,it
lEt Me sEe na?,VAGUE,English,ca
Yaar i'll look into it na?,VAGUE,English,tl
Theek hai,VAGUE,Hindi,en
Dekh leta hun,VAGUE,Hindi,id
Pata nahi,VAGUE,Hindi,tl
Shayad,VAGUE,Hindi,so
Dekhte hain,VAGUE,Hindi,nl
Soch raha hun,VAGUE,Hindi,id
Abhi nahi bata sakta,VAGUE,Hindi,tl
Sure nahi hun,VAGUE,Hindi,id
Sochne do,VAGUE,Hindi,de
Koshish karunga,VAGUE,Hindi,sq
Ho sakta hai,VAGUE,Hindi,fi
Depend karta hai,VAGUE,Hindi,id
Time chahiye mujhe,VAGUE,Hindi,sw
Sochunga,VAGUE,Hindi,de
Promise nahi kar sakta,VAGUE,Hindi,tl
Samajh nahi aa raha kya karun,VAGUE,Hindi,so
Shayad ho jaye,VAGUE,Hindi,so
Kuch aisa hi,VAGUE,Hindi,sw
Haan shayad,VAGUE,Hindi,so
Dekhunga main,VAGUE,Hindi,id
Batana mushkil hai,VAGUE,Hindi,sw
Kaun jaane,VAGUE,Hindi,fi
Kar paunga shayad,VAGUE,Hindi,tl
Koi comment nahi,VAGUE,Hindi,fr
Sochna padega,VAGUE,Hindi,pl
Dekhte hain kya hota hai,VAGUE,Hindi,fi
Abhi commit nahi kar sakta,VAGUE,Hindi,tl
Baad mein bataunga,VAGUE,Hindi,id
Samajhna padega,VAGUE,Hindi,id
Complicated hai,VAGUE,Hindi,en
Abhi jawab nahi de sakta,VAGUE,Hindi,id
Baad mein shayad,VAGUE,Hindi,so
Dekhte hain kuch hota hai,VAGUE,Hindi,fi
Aur options sochne do,VAGUE,Hindi,fr
Kuch kar raha hun,VAGUE,Hindi,id
Decide karne mein time do,VAGUE,Hindi,nl
Aur priorities hain,VAGUE,Hindi,en
Abhi nahi,VAGUE,Hindi,tl
Sochunga iske baare mein,VAGUE,Hindi,de
Mushkil hai situation,VAGUE,Hindi,sq
Nahi bata sakta sach mein,VAGUE,Hindi,id
Itna simple nahi hai,VAGUE,Hindi,tl
Kya bolun samajh nahi aa raha,VAGUE,Hindi,so
Situation dekhni padegi,VAGUE,Hindi,id
Zindagi mushkil chal rahi hai,VAGUE,Hindi,sw
Koshish kar raha hun apni taraf se,VAGUE,Hindi,sq
Haalat kharab hain,VAGUE,Hindi,so
Issues hain,VAGUE,Hindi,fr
Jo bhi,VAGUE,Hindi,en
Basically dekhte hain hain kya hota hai,VAGUE,Hindi,fi
dekhte hain hain kya hota hai,VAGUE,Hindi,fi
Madam jo bhi,VAGUE,Hindi,so
See aUR PRIORITIES PRIORITIES HAIN,VAGUE,Hindi,de
BATANA MUSHKIL HAI HAI 😢,VAGUE,Hindi,en
Suno pata nahi,VAGUE,Hindi,tl
Madam jo bhi bro???,VAGUE,Hindi,so
Acha promise nahi kar sakta,VAGUE,Hindi,id
Actually dekhunga main,VAGUE,Hindi,id
sochne do 😢,VAGUE,Hindi,sk
Abhi Abhi nahi ok?,VAGUE,Hindi,tl
Yaar abhi jawab nahi de sakta,VAGUE,Hindi,so
Zindagi mushkil mushkil chal rahi hai,VAGUE,Hindi,et
Mushkil hai situation ...,VAGUE,Hindi,fi
Haan aur options sochne do,VAGUE,Hindi,fr
kya bolun bolun samajh nahi aa raha 👍???,VAGUE,Hindi,so
Hey Hey decide karne mein time do,VAGUE,Hindi,nl
Sochunga ...,VAGUE,Hindi,id
Bhai samajhna padega!!,VAGUE,Hindi,id
Pata nahi???,VAGUE,Hindi,tl
Sir shayad ho jaye,VAGUE,Hindi,so
Dekhunga main 😢!!,VAGUE,Hindi,id
Acha ho sakta sakta hai,VAGUE,Hindi,sw
Dekho kyA Bolun samajH nAhI aA rAHa yaar,VAGUE,Hindi,so
Dekhte hain kuch hota hai asap,VAGUE,Hindi,fi
Sir Sir kar paunga shayad???,VAGUE,Hindi,tl
Dude sochunga thx,VAGUE,Hindi,sv
Koi comment nahi 🙏🙏,VAGUE,Hindi,fr
Well ho sakta hai !!,VAGUE,Hindi,fi
Listen aur priorities hain!!,VAGUE,Hindi,fr
Dekho time chahiye mujhe,VAGUE,Hindi,sw
Yaar abhi nahi bata sakta,VAGUE,Hindi,id
Situation dekhni padegi yaar,VAGUE,Hindi,id
decide karne mein time do yaar,VAGUE,Hindi,es
Aur options sochne do sir,VAGUE,Hindi,fr
Dekhte Dekhte hain kya hota hai !!,VAGUE,Hindi,nl
THeek hai 🙏🙏 🙏🙏,VAGUE,Hindi,hu
Ok so time chahiye mujhe 🙂,VAGUE,Hindi,sw
Suno samajhna padega padega,VAGUE,Hindi,id
Honestly dekhunga main,VAGUE,Hindi,id
Ok so so dekhunga main,VAGUE,Hindi,tl
Haan kuch aisa hi,VAGUE,Hindi,sw
Madam batana mushkil hai sir,VAGUE,Hindi,id
COMPLICATED HAI???,VAGUE,Hindi,en
Look sochunga plz,VAGUE,Hindi,sv
KAUN JAANE!!,VAGUE,Hindi,sw
THEEK THEEK HAI plz,VAGUE,Hindi,en
Madam koshish karunga,VAGUE,Hindi,id
Honestly kaUn JaaNe bro,VAGUE,Hindi,en
Boss kuch aisa hi,VAGUE,Hindi,fi
decide karne mein mein time do 😡,VAGUE,Hindi,nl
Soch raha hun???,VAGUE,Hindi,id
Madam aur options sochne do,VAGUE,Hindi,fr
Sir socHna padEGA!!,VAGUE,Hindi,pt
Sochna padega na?,VAGUE,Hindi,sl
pata nahi!!,VAGUE,Hindi,tl
Situation dekhni dekhni padegi,VAGUE,Hindi,id
abhi abhi nahi bata sakta,VAGUE,Hindi,tl
Sochne do???,VAGUE,Hindi,de
Dude koshish karunga,VAGUE,Hindi,sq
Sochne do ok?,VAGUE,Hindi,sk
Actually haalat kharab hain,VAGUE,Hindi,so
issues hain 🙏🙏,VAGUE,Hindi,en
Ok so sochunga iske baare mein asap,VAGUE,Hindi,sv
Hey sochunga,VAGUE,Hindi,sv
Yaar haalat kharab hain,VAGUE,Hindi,so
Haan kya bolun samajh nahi aa raha???,VAGUE,Hindi,so
Dekho kUCh aiSa HI!!,VAGUE,Hindi,so
Acha abhi jawab jawab nahi de sakta 😭,VAGUE,Hindi,sw
dekhte hain!!,VAGUE,Hindi,nl
Honestly kOI COMMENT NAHI,VAGUE,Hindi,en
Kar paunga shayad shayad,VAGUE,Hindi,tl
Bhai aur priorities hain,VAGUE,Hindi,fr
SOCHNE DO sir,VAGUE,Hindi,so
theek hai 😭,VAGUE,Hindi,en
Dekh leta hun asap,VAGUE,Hindi,id
Honestly depend karta hai 😭,VAGUE,Hindi,id
Dekho cOmPLicaTEd hAi,VAGUE,Hindi,en
Madam mushkil hai situation 💰,VAGUE,Hindi,id
Sochunga !!,VAGUE,Hindi,de
Baad mein shayad ...,VAGUE,Hindi,so
Bhai abhi nahi,VAGUE,Hindi,sw
kaun jaane 👍,VAGUE,Hindi,fi
Yaar samajh nahi aa raha kya karun !!,VAGUE,Hindi,so
Dekho Dekho shayad ho jaye,VAGUE,Hindi,so
See aUR optioNS SOchne Do,VAGUE,Hindi,en
Acha hmm,VAGUE,Hindi,sw
Madam depend karta hai 🙏,VAGUE,Hindi,id
kaun jaane???,VAGUE,Hindi,fi
Listen samajh nahi aa raha kya karun,VAGUE,Hindi,id
Look dEKHTE HAIN KUCH HOTA HAI,VAGUE,Hindi,nl
Dekho samajhna padega,VAGUE,Hindi,id
Abhi nahi 🙏,VAGUE,Hindi,tl
Arey dekhte hain kya hota hai,VAGUE,Hindi,fi
Bhai patA naHI 🙂,VAGUE,Hindi,tl
Ho sakta hai 😭!!,VAGUE,Hindi,fi
itna simple nahi hai yaar,VAGUE,Hindi,tl
Mushkil hai hai situation,VAGUE,Hindi,sw
Dude abhi jawab nahi de sakta!!,VAGUE,Hindi,id
Bhai abhi jawab nahi de sakta bro,VAGUE,Hindi,id
Haan abhi commit nahi kar sakta,VAGUE,Hindi,tl
shAYaD 😭,VAGUE,Hindi,so
Sochunga asap!!,VAGUE,Hindi,tl
Complicated hai hai plz,VAGUE,Hindi,en
Pata nahi 🤷,VAGUE,Hindi,tl
Kuch Kuch kar raha hun,VAGUE,Hindi,sw
Kuch aisa hi yaar,VAGUE,Hindi,sw
Dekhte hain !!!!,VAGUE,Hindi,nl
Dekhunga main yaar,VAGUE,Hindi,id
Koi comment nahi 😡!!,VAGUE,Hindi,fr
Samajhna padega thx,VAGUE,Hindi,id
Bhai baad mein bataunga,VAGUE,Hindi,id
Ok so shayad,VAGUE,Hindi,so
auR Priorities hAin thx,VAGUE,Hindi,en
Sir depend karta hai 🙏,VAGUE,Hindi,id
Listen itna simple nahi hai,VAGUE,Hindi,tl
Arey soch raha hun,VAGUE,Hindi,so
Basically sAMAJHNA PADEGA 🙏🙏!!,VAGUE,Hindi,en
Shayad yaar,VAGUE,Hindi,so
Honestly aur priorities hain,VAGUE,Hindi,en
Yaar batana mushkil mushkil hai 🙏🙏,VAGUE,Hindi,id
Dekh leta hun plz,VAGUE,Hindi,id
Sochunga 😡,VAGUE,Hindi,sv
Sir abhi nahi bata sakta,VAGUE,Hindi,tl
Look abhi nahi bro,VAGUE,Hindi,tl
Baad mein shayad yaar,VAGUE,Hindi,so
Ok so depend karta hai???,VAGUE,Hindi,id
Theek hai!!,VAGUE,Hindi,en
Bhai soch raha hun ...,VAGUE,Hindi,id
Boss kya bolun samajh nahi aa raha !!,VAGUE,Hindi,so
Pata nahi 👍,VAGUE,Hindi,tl
Look dekhte hain kya hota hai 🙂,VAGUE,Hindi,fi
Haan sochne do,VAGUE,Hindi,nl
Nahi bata bata sakta sach mein,VAGUE,Hindi,id
Boss kaun jaane jaane,VAGUE,Hindi,fi
Arey hmM,VAGUE,Hindi,so
complicated hai yaar,VAGUE,Hindi,en
Sir dEKHTE HAIN,VAGUE,Hindi,tr
Dekhunga main???,VAGUE,Hindi,id
Sochunga iske baare mein boss,VAGUE,Hindi,sv
Well theek hai,VAGUE,Hindi,en
Hey promise nahi kar sakta 💰,VAGUE,Hindi,tl
Abhi commit nahi kar sakta sir???,VAGUE,Hindi,tl
Actually dekh LetA huN,VAGUE,Hindi,en
Promise nahi kar sakta 🙂!!,VAGUE,Hindi,id
Well sochunga iske baare mein yaar,VAGUE,Hindi,sv
abhi nahi thx,VAGUE,Hindi,sw
Batana mushkil hai plz!!,VAGUE,Hindi,sw
Kaun jaane yaar,VAGUE,Hindi,so
Sir kuch aisa hi!!,VAGUE,Hindi,sw
Abhi nahi!!,VAGUE,Hindi,tl
Dekho sochunga sochunga iske baare mein???,VAGUE,Hindi,sv
Kuch kar raha hun???,VAGUE,Hindi,id
Listen situation dekhni padegi,VAGUE,Hindi,it
Hey Hey baad mein bataunga,VAGUE,Hindi,id
Dekhi,VAGUE,Bengali,nl
Jani na,VAGUE,Bengali,sw
Dekha jabe,VAGUE,Bengali,so
Bhebhe dekhchi,VAGUE,Bengali,de
Ekhon bolte parbo na,VAGUE,Bengali,tl
Sure na,VAGUE,Bengali,af
Bhabte dao,VAGUE,Bengali,pt
Cheshta korbo,VAGUE,Bengali,sq
Hote pare,VAGUE,Bengali,ro
Depend kore,VAGUE,Bengali,no
Time chai amake,VAGUE,Bengali,sw
Bhebhe dekhbo,VAGUE,Bengali,de
Promise korte parbo na,VAGUE,Bengali,sl
Ki korbo bujhte parchi na,VAGUE,Bengali,sq
Hoyto hoye jabe,VAGUE,Bengali,so
Kichu ekta,VAGUE,Bengali,de
Haan hoyto,VAGUE,Bengali,so
Dekhe nii,VAGUE,Bengali,nl
Bola mushkil,VAGUE,Bengali,sw
Ke jane,VAGUE,Bengali,et
Korte parbo hoyto,VAGUE,Bengali,lt
